chapter,italian,chinese,pronunciation,example_it,example_zh,note,image,source_name,source_url,license_note,copyright_status,word_id
交通标志与图形 - 路口优先顺序,ordine di precedenza:  b - h - c,通行优先顺序：B - H - C,,Figura n. 608: ordine di precedenza:  b - h - c.,图形 608 表示：通行优先顺序：B - H - C。,图形编号 s608；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s608.gif,rmastri.it,https://www.rmastri.it/42/immagini/s608.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000351
交通标志与图形 - 路口优先顺序,ordine di precedenza:  t - a insieme a l - c,通行顺序：T 先行；A 与 L 同时通行；最后 C 通行,,Figura n. 610: ordine di precedenza:  t - a insieme a l - c.,该图形表示：通行顺序为 T 先行；A 与 L 同时通行；最后 C 通行。,图形编号 s610；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s610.gif,rmastri.it,https://www.rmastri.it/42/immagini/s610.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000352
交通标志与图形 - 路口优先顺序,ordine di precedenza:  t - o - a,通行优先顺序：T - O - A,,Figura n. 613: ordine di precedenza:  t - o - a.,图形 613 表示：通行优先顺序：T - O - A。,图形编号 s613；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s613.gif,rmastri.it,https://www.rmastri.it/42/immagini/s613.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000353
交通标志与图形 - 路口优先顺序,ordine di precedenza:  r - a - t,通行优先顺序：R - A - T,,Figura n. 614: ordine di precedenza:  r - a - t.,图形 614 表示：通行优先顺序：R - A - T。,图形编号 s614；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s614.gif,rmastri.it,https://www.rmastri.it/42/immagini/s614.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000354
交通标志与图形 - 路口优先顺序,ordine di precedenza:  r - a - c,通行优先顺序：R - A - C,,Figura n. 615: ordine di precedenza:  r - a - c.,图形 615 表示：通行优先顺序：R - A - C。,图形编号 s615；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s615.gif,rmastri.it,https://www.rmastri.it/42/immagini/s615.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000355
交通标志与图形 - 路口优先顺序,ordine di precedenza:  b - t - s,通行优先顺序：B - T - S,,Figura n. 616: ordine di precedenza:  b - t - s.,图形 616 表示：通行优先顺序：B - T - S。,图形编号 s616；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s616.gif,rmastri.it,https://www.rmastri.it/42/immagini/s616.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000356
交通标志与图形 - 路口优先顺序,ordine di precedenza:  n si ferma al centro - r - a - prosegue n,通行优先顺序图：N 在路口中心等待，R、A 先行，最后 N 继续。,,Figura n. 617: ordine di precedenza:  n si ferma al centro - r - a - prosegue n.,该图用于说明车辆通过路口的先后顺序。,图形编号 s630；来源：WEBpatente definiz.js；需人工校对,https://www.rmastri.it/42/immagini/s617.gif,rmastri.it,https://www.rmastri.it/42/immagini/s617.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000357
交通标志与图形 - 路口优先顺序,ordine di precedenza:  l - c - h,通行优先顺序：L - C - H,,Figura n. 618: ordine di precedenza:  l - c - h.,图形 618 表示：通行优先顺序：L - C - H。,图形编号 s618；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s618.gif,rmastri.it,https://www.rmastri.it/42/immagini/s618.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000358
交通标志与图形 - 路口优先顺序,ordine di precedenza:  p - b - c,通行优先顺序：P - B - C,,Figura n. 620: ordine di precedenza:  p - b - c.,图形 620 表示：通行优先顺序：P - B - C。,图形编号 s620；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s620.gif,rmastri.it,https://www.rmastri.it/42/immagini/s620.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000359
交通标志与图形 - 路口优先顺序,ordine di precedenza:  r - d - f,通行优先顺序：R - D - F,,Figura n. 631: ordine di precedenza:  r - d - f.,图形 631 表示：通行优先顺序：R - D - F。,图形编号 s631；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s631.gif,rmastri.it,https://www.rmastri.it/42/immagini/s631.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000360
交通标志与图形 - 路口优先顺序,ordine di precedenza:  d - p - b - n,通行优先顺序：D - P - B - N,,Figura n. 632: ordine di precedenza:  d - p - b - n.,图形 632 表示：通行优先顺序：D - P - B - N。,图形编号 s632；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s632.gif,rmastri.it,https://www.rmastri.it/42/immagini/s632.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000361
交通标志与图形 - 路口优先顺序,ordine di precedenza:  n - a - r,通行优先顺序：N - A - R,,Figura n. 633: ordine di precedenza:  n - a - r.,图形 633 表示：通行优先顺序：N - A - R。,图形编号 s633；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s633.gif,rmastri.it,https://www.rmastri.it/42/immagini/s633.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000362
交通标志与图形 - 路口优先顺序,ordine di precedenza:  a - c - l,通行优先顺序：A - C - L,,Figura n. 634: ordine di precedenza:  a - c - l.,图形 634 表示：通行优先顺序：A - C - L。,图形编号 s634；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s634.gif,rmastri.it,https://www.rmastri.it/42/immagini/s634.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000363
交通标志与图形 - 路口优先顺序,ordine di precedenza:  t - a - s,通行优先顺序：T - A - S,,Figura n. 636: ordine di precedenza:  t - a - s.,图形 636 表示：通行优先顺序：T - A - S。,图形编号 s636；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s636.gif,rmastri.it,https://www.rmastri.it/42/immagini/s636.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000364
交通标志与图形 - 路口优先顺序,ordine di precedenza:  l - c e a insieme - d,通行顺序：L 先行；C 与 A 同时通行；最后 D 通行,,Figura n. 637: ordine di precedenza:  l - c e a insieme - d.,该图形表示：通行顺序为 L 先行；C 与 A 同时通行；最后 D 通行。,图形编号 s637；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s637.gif,rmastri.it,https://www.rmastri.it/42/immagini/s637.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000365
交通标志与图形 - 路口优先顺序,ordine di precedenza:  b si ferma al centro - r - n e d insieme - prosegue b,通行优先顺序图：B 在路口中心等待，R 先行，N 和 D 同时通行，最后 B 继续。,,Figura n. 638: ordine di precedenza:  b si ferma al centro - r - n e d insieme - prosegue b.,该图用于说明多车路口通行先后顺序。,图形编号 s639；来源：WEBpatente definiz.js；需人工校对,https://www.rmastri.it/42/immagini/s638.gif,rmastri.it,https://www.rmastri.it/42/immagini/s638.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000366
交通标志与图形 - 路口优先顺序,ordine di precedenza:  t e b insieme - a - c,通行顺序：T 与 B 同时通行；然后 A；最后 C,,Figura n. 639: ordine di precedenza:  t e b insieme - a - c.,该图形表示：通行顺序为 T 与 B 同时通行；然后 A；最后 C。,图形编号 s639；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s639.gif,rmastri.it,https://www.rmastri.it/42/immagini/s639.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000367
交通标志与图形 - 路口优先顺序,ordine di precedenza:  r - d - b,通行优先顺序：R - D - B,,Figura n. 640: ordine di precedenza:  r - d - b.,图形 640 表示：通行优先顺序：R - D - B。,图形编号 s640；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s640.gif,rmastri.it,https://www.rmastri.it/42/immagini/s640.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000368
交通标志与图形 - 路口优先顺序,ordine di precedenza:  t - a si ferma al centro - o - m - prosegue a,通行顺序：T 先行；A 行至路口中央等待；然后 O；再 M；最后 A 继续通行,,Figura n. 642: ordine di precedenza:  t - a si ferma al centro - o - m - prosegue a.,该图形表示：通行顺序为 T 先行；A 行至路口中央等待；然后 O；再 M；最后 A 继续通行。,图形编号 s642；来源：WEBpatente definiz.js；需人工校对,https://www.rmastri.it/42/immagini/s642.gif,rmastri.it,https://www.rmastri.it/42/immagini/s642.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000369
交通标志与图形 - 路口优先顺序,ordine di precedenza:  h - d - b - l,通行优先顺序：H - D - B - L,,Figura n. 643: ordine di precedenza:  h - d - b - l.,图形 643 表示：通行优先顺序：H - D - B - L。,图形编号 s643；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s643.gif,rmastri.it,https://www.rmastri.it/42/immagini/s643.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000370
交通标志与图形 - 路口优先顺序,ordine di precedenza:  p - d - b - l,通行优先顺序：P - D - B - L,,Figura n. 644: ordine di precedenza:  p - d - b - l.,图形 644 表示：通行优先顺序：P - D - B - L。,图形编号 s644；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s644.gif,rmastri.it,https://www.rmastri.it/42/immagini/s644.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000371
交通标志与图形 - 路口优先顺序,ordine di precedenza:  d - c - a - h,通行优先顺序：D - C - A - H,,Figura n. 646: ordine di precedenza:  d - c - a - h.,图形 646 表示：通行优先顺序：D - C - A - H。,图形编号 s646；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s646.gif,rmastri.it,https://www.rmastri.it/42/immagini/s646.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000372
交通标志与图形 - 路口优先顺序,ordine di precedenza:  l e h insieme - b - o,通行顺序：L 与 H 同时通行；然后 B；最后 O,,Figura n. 647: ordine di precedenza:  l e h insieme - b - o.,该图形表示：通行顺序为 L 与 H 同时通行；然后 B；最后 O。,图形编号 s647；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s647.gif,rmastri.it,https://www.rmastri.it/42/immagini/s647.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000373
